DOI / Referência,Tipo de Resíduo,Origem / País,"Processamento (triturado, moído, fibra etc,)",Equação de Resilient Modulus,ID da Amostra,LL (%),PL (%),IP (%),Finos (%), MDD (kN/m³),OMC (%),CBR (%),Expansão (%),AASHTO,Tensão de Confinamento (mPa),Tensão Desviadora (mPa),Número de Ciclos de Carga,K1,K2,K3,R²,MR (mPa),Deformação Permanente (μℰ),Deformação Permanente Final (μℰ),DP (%),"Aplicação sugerida (subleito, sub-base, base)",Observações
"ANÁLISE DO ENVELHECIMENTO, RIGIDEZ E SUSCETIBILIDADE À PRESENÇA DE ÁGUA EM MISTURAS RECICLADAS COM ADIÇÃO DE AGENTES DE RECICLAGEM",RAP,Brasil,Fresa e Mistura,-,75 R O,,,,"6,78","24,12","5,5",,,,,,5,,,,,5841,-,-,-,Revestimento Asfáltico,75% RAP + Óleo (TO). Adicionado ao RAP.
"ANÁLISE DO ENVELHECIMENTO, RIGIDEZ E SUSCETIBILIDADE À PRESENÇA DE ÁGUA EM MISTURAS RECICLADAS COM ADIÇÃO DE AGENTES DE RECICLAGEM",RAP,Brasil,Fresa e Mistura,-,75 R O+,,,,"6,78","24,12","5,5",,,,,,5,,,,,4735,-,-,-,Revestimento Asfáltico,75% RAP + Óleo (+25%). Adicionado ao RAP.
"ANÁLISE DO ENVELHECIMENTO, RIGIDEZ E SUSCETIBILIDADE À PRESENÇA DE ÁGUA EM MISTURAS RECICLADAS COM ADIÇÃO DE AGENTES DE RECICLAGEM",RAP,Brasil,Fresa e Mistura,-,75 R O++,,,,"6,78","24,12","5,5",,,,,,5,,,,,3524,-,-,-,Revestimento Asfáltico,75% RAP + Óleo (+50%). Adicionado ao RAP. Alta fragilidade de coesão.
"ANÁLISE DO ENVELHECIMENTO, RIGIDEZ E SUSCETIBILIDADE À PRESENÇA DE ÁGUA EM MISTURAS RECICLADAS COM ADIÇÃO DE AGENTES DE RECICLAGEM",RAP,Brasil,Fresa e Mistura,-,75 A O,,,,"6,78","24,12","5,5",,,,,,5,,,,,6451,-,-,-,Revestimento Asfáltico,75% RAP + Óleo (TO). Adicionado ao Agregado.
"ANÁLISE DO ENVELHECIMENTO, RIGIDEZ E SUSCETIBILIDADE À PRESENÇA DE ÁGUA EM MISTURAS RECICLADAS COM ADIÇÃO DE AGENTES DE RECICLAGEM",RAP,Brasil,Fresa e Mistura,-,75 A O+,,,,"6,78","24,12","5,5",,,,,,5,,,,,5408,-,-,-,Revestimento Asfáltico,75% RAP + Óleo (+25%). Adicionado ao Agregado.
"ANÁLISE DO ENVELHECIMENTO, RIGIDEZ E SUSCETIBILIDADE À PRESENÇA DE ÁGUA EM MISTURAS RECICLADAS COM ADIÇÃO DE AGENTES DE RECICLAGEM",RAP,Brasil,Fresa e Mistura,-,75 A O++,,,,"6,78","24,12","5,5",,,,,,5,,,,,5269,-,-,-,Revestimento Asfáltico,75% RAP + Óleo (+50%). Adicionado ao Agregado.
"ANÁLISE DO ENVELHECIMENTO, RIGIDEZ E SUSCETIBILIDADE À PRESENÇA DE ÁGUA EM MISTURAS RECICLADAS COM ADIÇÃO DE AGENTES DE RECICLAGEM",RAP,Brasil,Fresa e Mistura,-,50 L O,,,,"7,1","24,02","5,5",,,,,,5,,,,,3465,-,-,-,Revestimento Asfáltico,50% RAP + Óleo (TO). Adicionado ao Ligante.
"ANÁLISE DO ENVELHECIMENTO, RIGIDEZ E SUSCETIBILIDADE À PRESENÇA DE ÁGUA EM MISTURAS RECICLADAS COM ADIÇÃO DE AGENTES DE RECICLAGEM",RAP,Brasil,Fresa e Mistura,-,50 L O+,,,,"7,1","24,02","5,5",,,,,,5,,,,,3236,-,-,-,Revestimento Asfáltico,50% RAP + Óleo (+25%). Adicionado ao Ligante.
"ANÁLISE DO ENVELHECIMENTO, RIGIDEZ E SUSCETIBILIDADE À PRESENÇA DE ÁGUA EM MISTURAS RECICLADAS COM ADIÇÃO DE AGENTES DE RECICLAGEM",RAP,Brasil,Fresa e Mistura,-,50 L O++,,,,"7,1","24,02","5,5",,,,,,5,,,,,2792,-,-,-,Revestimento Asfáltico,50% RAP + Óleo (+50%). Adicionado ao Ligante.
"ANÁLISE DO ENVELHECIMENTO, RIGIDEZ E SUSCETIBILIDADE À PRESENÇA DE ÁGUA EM MISTURAS RECICLADAS COM ADIÇÃO DE AGENTES DE RECICLAGEM",RAP,Brasil,Fresa e Mistura,-,50 R O,,,,"7,1","24,02","5,5",,,,,,5,,,,,3702,-,-,-,Revestimento Asfáltico,50% RAP + Óleo (TO). Adicionado ao RAP.
"ANÁLISE DO ENVELHECIMENTO, RIGIDEZ E SUSCETIBILIDADE À PRESENÇA DE ÁGUA EM MISTURAS RECICLADAS COM ADIÇÃO DE AGENTES DE RECICLAGEM",RAP,Brasil,Fresa e Mistura,-,50 R O+,,,,"7,1","24,02","5,5",,,,,,5,,,,,3169,-,-,-,Revestimento Asfáltico,50% RAP + Óleo (+25%). Adicionado ao RAP.
"ANÁLISE DO ENVELHECIMENTO, RIGIDEZ E SUSCETIBILIDADE À PRESENÇA DE ÁGUA EM MISTURAS RECICLADAS COM ADIÇÃO DE AGENTES DE RECICLAGEM",RAP,Brasil,Fresa e Mistura,-,50 R O++,,,,"7,1","24,02","5,5",,,,,,5,,,,,2621,-,-,-,Revestimento Asfáltico,50% RAP + Óleo (+50%). Adicionado ao RAP.
"ANÁLISE DO ENVELHECIMENTO, RIGIDEZ E SUSCETIBILIDADE À PRESENÇA DE ÁGUA EM MISTURAS RECICLADAS COM ADIÇÃO DE AGENTES DE RECICLAGEM",RAP,Brasil,Fresa e Mistura,-,50 A O,,,,"7,1","24,02","5,5",,,,,,5,,,,,4797,-,-,-,Revestimento Asfáltico,50% RAP + Óleo (TO). Adicionado ao Agregado.
"ANÁLISE DO ENVELHECIMENTO, RIGIDEZ E SUSCETIBILIDADE À PRESENÇA DE ÁGUA EM MISTURAS RECICLADAS COM ADIÇÃO DE AGENTES DE RECICLAGEM",RAP,Brasil,Fresa e Mistura,-,50 A O+,,,,"7,1","24,02","5,5",,,,,,5,,,,,3653,-,-,-,Revestimento Asfáltico,50% RAP + Óleo (+25%). Adicionado ao Agregado.
"ANÁLISE DO ENVELHECIMENTO, RIGIDEZ E SUSCETIBILIDADE À PRESENÇA DE ÁGUA EM MISTURAS RECICLADAS COM ADIÇÃO DE AGENTES DE RECICLAGEM",RAP,Brasil,Fresa e Mistura,-,50 A O++,,,,"7,1","24,02","5,5",,,,,,5,,,,,2751,-,-,-,Revestimento Asfáltico,50% RAP + Óleo (+50%). Adicionado ao Agregado.
"ANÁLISE DO ENVELHECIMENTO, RIGIDEZ E SUSCETIBILIDADE À PRESENÇA DE ÁGUA EM MISTURAS RECICLADAS COM ADIÇÃO DE AGENTES DE RECICLAGEM",RAP,Brasil,Fresa e Mistura,-,100 S,,,,"6,28","24,17","5,5",,,,,,5,,,,,12961,-,-,-,Revestimento Asfáltico,100% RAP + ADCAP WM (TO). Adicionado ao RAP.
"ANÁLISE DO ENVELHECIMENTO, RIGIDEZ E SUSCETIBILIDADE À PRESENÇA DE ÁGUA EM MISTURAS RECICLADAS COM ADIÇÃO DE AGENTES DE RECICLAGEM",RAP,Brasil,Fresa e Mistura,-,100 S+,,,,"6,28","24,17","5,5",,,,,,5,,,,,11288,-,-,-,Revestimento Asfáltico,100% RAP + ADCAP WM (+25%). Adicionado ao RAP.
"ANÁLISE DO ENVELHECIMENTO, RIGIDEZ E SUSCETIBILIDADE À PRESENÇA DE ÁGUA EM MISTURAS RECICLADAS COM ADIÇÃO DE AGENTES DE RECICLAGEM",RAP,Brasil,Fresa e Mistura,-,100 S++,,,,"6,28","24,17","5,5",,,,,,5,,,,,10388,-,-,-,Revestimento Asfáltico,100% RAP + ADCAP WM (+50%). Adicionado ao RAP.
"ANÁLISE DO ENVELHECIMENTO, RIGIDEZ E SUSCETIBILIDADE À PRESENÇA DE ÁGUA EM MISTURAS RECICLADAS COM ADIÇÃO DE AGENTES DE RECICLAGEM",RAP,Brasil,Fresa e Mistura,-,75 L S,,,,"6,78","24,12","5,5",,,,,,5,,,,,10532,-,-,-,Revestimento Asfáltico,75% RAP + ADCAP WM (TO). Adicionado ao Ligante.
"ANÁLISE DO ENVELHECIMENTO, RIGIDEZ E SUSCETIBILIDADE À PRESENÇA DE ÁGUA EM MISTURAS RECICLADAS COM ADIÇÃO DE AGENTES DE RECICLAGEM",RAP,Brasil,Fresa e Mistura,-,75 L S+,,,,"6,78","24,12","5,5",,,,,,5,,,,,10215,-,-,-,Revestimento Asfáltico,75% RAP + ADCAP WM (+25%). Adicionado ao Ligante.
"ANÁLISE DO ENVELHECIMENTO, RIGIDEZ E SUSCETIBILIDADE À PRESENÇA DE ÁGUA EM MISTURAS RECICLADAS COM ADIÇÃO DE AGENTES DE RECICLAGEM",RAP,Brasil,Fresa e Mistura,-,75 L S++,,,,"6,78","24,12","5,5",,,,,,5,,,,,9665,-,-,-,Revestimento Asfáltico,75% RAP + ADCAP WM (+50%). Adicionado ao Ligante.
"ANÁLISE DO ENVELHECIMENTO, RIGIDEZ E SUSCETIBILIDADE À PRESENÇA DE ÁGUA EM MISTURAS RECICLADAS COM ADIÇÃO DE AGENTES DE RECICLAGEM",RAP,Brasil,Fresa e Mistura,-,75 R S,,,,"6,78","24,12","5,5",,,,,,5,,,,,10458,-,-,-,Revestimento Asfáltico,75% RAP + ADCAP WM (TO). Adicionado ao RAP.
"ANÁLISE DO ENVELHECIMENTO, RIGIDEZ E SUSCETIBILIDADE À PRESENÇA DE ÁGUA EM MISTURAS RECICLADAS COM ADIÇÃO DE AGENTES DE RECICLAGEM",RAP,Brasil,Fresa e Mistura,-,75 R S+,,,,"6,78","24,12","5,5",,,,,,5,,,,,10210,-,-,-,Revestimento Asfáltico,75% RAP + ADCAP WM (+25%). Adicionado ao RAP.
"ANÁLISE DO ENVELHECIMENTO, RIGIDEZ E SUSCETIBILIDADE À PRESENÇA DE ÁGUA EM MISTURAS RECICLADAS COM ADIÇÃO DE AGENTES DE RECICLAGEM",RAP,Brasil,Fresa e Mistura,-,75 R S++,,,,"6,78","24,12","5,5",,,,,,5,,,,,8288,-,-,-,Revestimento Asfáltico,75% RAP + ADCAP WM (+50%). Adicionado ao RAP.
"ANÁLISE DO ENVELHECIMENTO, RIGIDEZ E SUSCETIBILIDADE À PRESENÇA DE ÁGUA EM MISTURAS RECICLADAS COM ADIÇÃO DE AGENTES DE RECICLAGEM",RAP,Brasil,Fresa e Mistura,-,75 A S,,,,"6,78","24,12","5,5",,,,,,5,,,,,11878,-,-,-,Revestimento Asfáltico,75% RAP + ADCAP WM (TO). Adicionado ao Agregado.
"ANÁLISE DO ENVELHECIMENTO, RIGIDEZ E SUSCETIBILIDADE À PRESENÇA DE ÁGUA EM MISTURAS RECICLADAS COM ADIÇÃO DE AGENTES DE RECICLAGEM",RAP,Brasil,Fresa e Mistura,-,75 A S+,,,,"6,78","24,12","5,5",,,,,,5,,,,,11708,-,-,-,Revestimento Asfáltico,75% RAP + ADCAP WM (+25%). Adicionado ao Agregado.
"ANÁLISE DO ENVELHECIMENTO, RIGIDEZ E SUSCETIBILIDADE À PRESENÇA DE ÁGUA EM MISTURAS RECICLADAS COM ADIÇÃO DE AGENTES DE RECICLAGEM",RAP,Brasil,Fresa e Mistura,-,75 A S++,,,,"6,78","24,12","5,5",,,,,,5,,,,,11488,-,-,-,Revestimento Asfáltico,75% RAP + ADCAP WM (+50%). Adicionado ao Agregado.
"ANÁLISE DO ENVELHECIMENTO, RIGIDEZ E SUSCETIBILIDADE À PRESENÇA DE ÁGUA EM MISTURAS RECICLADAS COM ADIÇÃO DE AGENTES DE RECICLAGEM",RAP,Brasil,Fresa e Mistura,-,50 L S,,,,"7,1","24,02","5,5",,,,,,5,,,,,5642,-,-,-,Revestimento Asfáltico,50% RAP + ADCAP WM (TO). Adicionado ao Ligante.
"ANÁLISE DO ENVELHECIMENTO, RIGIDEZ E SUSCETIBILIDADE À PRESENÇA DE ÁGUA EM MISTURAS RECICLADAS COM ADIÇÃO DE AGENTES DE RECICLAGEM",RAP,Brasil,Fresa e Mistura,-,50 L S+,,,,"7,1","24,02","5,5",,,,,,5,,,,,5638,-,-,-,Revestimento Asfáltico,50% RAP + ADCAP WM (+25%). Adicionado ao Ligante.
"ANÁLISE DO ENVELHECIMENTO, RIGIDEZ E SUSCETIBILIDADE À PRESENÇA DE ÁGUA EM MISTURAS RECICLADAS COM ADIÇÃO DE AGENTES DE RECICLAGEM",RAP,Brasil,Fresa e Mistura,-,50 L S++,,,,"7,1","24,02","5,5",,,,,,5,,,,,5517,-,-,-,Revestimento Asfáltico,50% RAP + ADCAP WM (+50%). Adicionado ao Ligante.
"ANÁLISE DO ENVELHECIMENTO, RIGIDEZ E SUSCETIBILIDADE À PRESENÇA DE ÁGUA EM MISTURAS RECICLADAS COM ADIÇÃO DE AGENTES DE RECICLAGEM",RAP,Brasil,Fresa e Mistura,-,50 R S,,,,"7,1","24,02","5,5",,,,,,5,,,,,5603,-,-,-,Revestimento Asfáltico,50% RAP + ADCAP WM (TO). Adicionado ao RAP.
"ANÁLISE DO ENVELHECIMENTO, RIGIDEZ E SUSCETIBILIDADE À PRESENÇA DE ÁGUA EM MISTURAS RECICLADAS COM ADIÇÃO DE AGENTES DE RECICLAGEM",RAP,Brasil,Fresa e Mistura,-,50 R S+,,,,"7,1","24,02","5,5",,,,,,5,,,,,5368,-,-,-,Revestimento Asfáltico,50% RAP + ADCAP WM (+25%). Adicionado ao RAP.
"ANÁLISE DO ENVELHECIMENTO, RIGIDEZ E SUSCETIBILIDADE À PRESENÇA DE ÁGUA EM MISTURAS RECICLADAS COM ADIÇÃO DE AGENTES DE RECICLAGEM",RAP,Brasil,Fresa e Mistura,-,50 R S++,,,,"7,1","24,02","5,5",,,,,,5,,,,,5275,-,-,-,Revestimento Asfáltico,50% RAP + ADCAP WM (+50%). Adicionado ao RAP.
"ANÁLISE DO ENVELHECIMENTO, RIGIDEZ E SUSCETIBILIDADE À PRESENÇA DE ÁGUA EM MISTURAS RECICLADAS COM ADIÇÃO DE AGENTES DE RECICLAGEM",RAP,Brasil,Fresa e Mistura,-,50 A S,,,,"7,1","24,02","5,5",,,,,,5,,,,,5735,-,-,-,Revestimento Asfáltico,50% RAP + ADCAP WM (TO). Adicionado ao Agregado.
"ANÁLISE DO ENVELHECIMENTO, RIGIDEZ E SUSCETIBILIDADE À PRESENÇA DE ÁGUA EM MISTURAS RECICLADAS COM ADIÇÃO DE AGENTES DE RECICLAGEM",RAP,Brasil,Fresa e Mistura,-,50 A S+,,,,"7,1","24,02","5,5",,,,,,5,,,,,5610,-,-,-,Revestimento Asfáltico,50% RAP + ADCAP WM (+25%). Adicionado ao Agregado.
"ANÁLISE DO ENVELHECIMENTO, RIGIDEZ E SUSCETIBILIDADE À PRESENÇA DE ÁGUA EM MISTURAS RECICLADAS COM ADIÇÃO DE AGENTES DE RECICLAGEM",RAP,Brasil,Fresa e Mistura,-,50 A S++,,,,"7,1","24,02","5,5",,,,,,5,,,,,5251,-,-,-,Revestimento Asfáltico,50% RAP + ADCAP WM (+50%). Adicionado ao Agregado.
