left,top,MR (MPa)_faixas ,CBR (%)_faixas,AASHTO,Loc
"471668,6326","9557097,361",175-200,70-80,A - 1 - a,Ceará
"471668,6326","9558097,361",175-200,70-80,A - 1 - a,Ceará
"471668,6326","9543097,361",150-175,20-30,A - 2 - 4,Ceará
"471668,6326","9544097,361",150-175,20-30,A - 1 - a,Ceará
"471668,6326","9545097,361",150-175,70-80,A - 2 - 4,Ceará
"471668,6326","9546097,361",100-125,20-30,A - 2 - 4,Ceará
"471668,6326","9547097,361",100-125,20-30,A - 2 - 4,Ceará
"471668,6326","9548097,361",75-100,20-30,A - 2 - 4,Ceará
"471668,6326","9549097,361",175-200,70-80,A - 2 - 4,Ceará
"471668,6326","9550097,361",100-125,70-80,A - 2 - 4,Ceará
"471668,6326","9535097,361",75-100,20-30,A - 2 - 4,Ceará
"471668,6326","9536097,361",100-125,20-30,A - 1 - a,Ceará
"471668,6326","9537097,361",75-100,10-20,A - 2 - 4,Ceará
"471668,6326","9538097,361",75-100,20-30,A - 2 - 4,Ceará
"471668,6326","9539097,361",150-175,20-30,A - 2 - 4,Ceará
"471668,6326","9540097,361",100-125,70-80,A - 2 - 4,Ceará
"471668,6326","9541097,361",100-125,20-30,A - 2 - 4,Ceará
"471668,6326","9542097,361",150-175,70-80,A - 2 - 4,Ceará
"471668,6326","9591097,361",50-75,70-80,A - 2 - 4,Ceará
"471668,6326","9592097,361",175-200,70-80,A - 2 - 4,Ceará
"471668,6326","9593097,361",75-100,70-80,A - 1 - b,Ceará
"471668,6326","9594097,361",75-100,70-80,A - 1 - b,Ceará
"471668,6326","9595097,361",175-200,70-80,A - 2 - 4,Ceará
"471668,6326","9596097,361",75-100,70-80,A - 2 - 4,Ceará
"471668,6326","9597097,361",75-100,70-80,A - 6,Ceará
"471668,6326","9598097,361",175-200,70-80,A - 1 - b,Ceará
"471668,6326","9583097,361",75-100,20-30,A - 1 - b,Ceará
"471668,6326","9584097,361",75-100,70-80,A - 1 - b,Ceará
"471668,6326","9585097,361",175-200,20-30,A - 2 - 4,Ceará
"471668,6326","9586097,361",150-175,70-80,A - 6,Ceará
"471668,6326","9587097,361",150-175,70-80,A - 2 - 4,Ceará
"471668,6326","9588097,361",75-100,70-80,A - 2 - 4,Ceará
"471668,6326","9589097,361",100-125,70-80,A - 1 - b,Ceará
"471668,6326","9590097,361",150-175,70-80,A - 1 - b,Ceará
"471668,6326","9575097,361",100-125,10-20,A - 6,Ceará
"471668,6326","9576097,361",150-175,20-30,A - 2 - 4,Ceará
"471668,6326","9577097,361",75-100,70-80,A - 2 - 4,Ceará
"471668,6326","9578097,361",150-175,20-30,A - 6,Ceará
"471668,6326","9579097,361",75-100,70-80,A - 2 - 4,Ceará
"471668,6326","9580097,361",75-100,70-80,A - 2 - 4,Ceará
"471668,6326","9581097,361",150-175,20-30,A - 2 - 4,Ceará
"471668,6326","9582097,361",175-200,20-30,A - 6,Ceará
"471668,6326","9567097,361",100-125,10-20,A - 2 - 4,Ceará
"471668,6326","9568097,361",50-75,70-80,A - 2 - 4,Ceará
"471668,6326","9569097,361",75-100,20-30,A - 6,Ceará
"471668,6326","9570097,361",175-200,20-30,A - 2 - 4,Ceará
"471668,6326","9571097,361",75-100,70-80,A - 6,Ceará
"471668,6326","9572097,361",150-175,10-20,A - 1 - b,Ceará
"471668,6326","9573097,361",75-100,70-80,A - 2 - 4,Ceará
"471668,6326","9574097,361",75-100,70-80,A - 2 - 4,Ceará
"471668,6326","9367097,361",100-125,20-30,A - 2 - 4,Ceará
"471668,6326","9368097,361",100-125,20-30,A - 2 - 4,Ceará
"471668,6326","9369097,361",100-125,20-30,A - 2 - 4,Ceará
"471668,6326","9370097,361",200-225,20-30,A - 2 - 4,Ceará
"471668,6326","9371097,361",200-225,20-30,A - 6,Ceará
"471668,6326","9372097,361",200-225,20-30,A - 2 - 4,Ceará
"471668,6326","9373097,361",100-125,20-30,A - 2 - 4,Ceará
"471668,6326","9374097,361",75-100,20-30,A - 4,Ceará
"471668,6326","9359097,361",125-150,00-10,A - 6,Ceará
"471668,6326","9360097,361",100-125,20-30,A - 6,Ceará
"471668,6326","9361097,361",175-200,20-30,A - 1 - b,Ceará
"471668,6326","9362097,361",100-125,20-30,A - 6,Ceará
"471668,6326","9363097,361",100-125,20-30,A - 1 - b,Ceará
"471668,6326","9364097,361",175-200,20-30,A - 2 - 4,Ceará
"471668,6326","9365097,361",225-250,20-30,A - 2 - 4,Ceará
"471668,6326","9366097,361",100-125,20-30,A - 2 - 4,Ceará
"471668,6326","9351097,361",125-150,70-80,A - 2 - 4,Ceará
"471668,6326","9352097,361",100-125,20-30,A - 2 - 4,Ceará
"471668,6326","9353097,361",75-100,70-80,A - 2 - 4,Ceará
"471668,6326","9354097,361",125-150,70-80,A - 6,Ceará
"471668,6326","9355097,361",100-125,00-10,A - 2 - 4,Ceará
"471668,6326","9356097,361",125-150,70-80,A - 1 - b,Ceará
"471668,6326","9357097,361",75-100,20-30,A - 1 - b,Ceará
"471668,6326","9358097,361",100-125,20-30,A - 1 - b,Ceará
"471668,6326","9343097,361",100-125,70-80,A - 1 - b,Ceará
"471668,6326","9344097,361",125-150,70-80,A - 1 - b,Ceará
"471668,6326","9345097,361",75-100,20-30,A - 1 - b,Ceará
"471668,6326","9346097,361",100-125,70-80,A - 1 - b,Ceará
"471668,6326","9347097,361",100-125,00-10,A - 2 - 4,Ceará
"471668,6326","9348097,361",100-125,00-10,A - 1 - b,Ceará
"471668,6326","9349097,361",200-225,20-30,A - 2 - 4,Ceará
"471668,6326","9350097,361",125-150,20-30,A - 2 - 4,Ceará
"471668,6326","9399097,361",100-125,70-80,A - 2 - 4,Ceará
"471668,6326","9400097,361",100-125,20-30,A - 2 - 4,Ceará
"471668,6326","9401097,361",100-125,20-30,A - 2 - 4,Ceará
"471668,6326","9402097,361",100-125,20-30,A - 1 - b,Ceará
"471668,6326","9403097,361",100-125,00-10,A - 1 - b,Ceará
"471668,6326","9404097,361",100-125,70-80,A - 1 - b,Ceará
"471668,6326","9405097,361",100-125,20-30,A - 1 - b,Ceará
"471668,6326","9406097,361",100-125,20-30,A - 1 - b,Ceará
"471668,6326","9391097,361",75-100,00-10,A - 2 - 4,Ceará
"471668,6326","9392097,361",75-100,00-10,A - 1 - b,Ceará
"471668,6326","9393097,361",200-225,00-10,A - 2 - 4,Ceará
"471668,6326","9394097,361",200-225,00-10,A - 2 - 4,Ceará
"471668,6326","9395097,361",200-225,00-10,A - 6,Ceará
"471668,6326","9396097,361",75-100,20-30,A - 1 - b,Ceará
"471668,6326","9397097,361",125-150,70-80,A - 2 - 4,Ceará
"471668,6326","9398097,361",75-100,20-30,A - 1 - b,Ceará
"471668,6326","9383097,361",175-200,20-30,A - 1 - b,Ceará
"471668,6326","9384097,361",200-225,20-30,A - 2 - 4,Ceará
"471668,6326","9385097,361",100-125,20-30,A - 1 - b,Ceará
"471668,6326","9386097,361",175-200,20-30,A - 2 - 4,Ceará
"471668,6326","9387097,361",200-225,20-30,A - 1 - b,Ceará
"471668,6326","9388097,361",75-100,20-30,A - 2 - 4,Ceará
"471668,6326","9389097,361",175-200,70-80,A - 1 - b,Ceará
"471668,6326","9390097,361",75-100,20-30,A - 2 - 4,Ceará
"471668,6326","9375097,361",175-200,20-30,A - 2 - 4,Ceará
"471668,6326","9376097,361",100-125,20-30,A - 6,Ceará
"471668,6326","9377097,361",200-225,20-30,A - 2 - 4,Ceará
"471668,6326","9378097,361",200-225,20-30,A - 2 - 4,Ceará
"471668,6326","9379097,361",100-125,20-30,A - 2 - 4,Ceará
"471668,6326","9380097,361",100-125,20-30,A - 2 - 4,Ceará
"471668,6326","9381097,361",75-100,00-10,A - 2 - 4,Ceará
"471668,6326","9382097,361",50-75,00-10,A - 2 - 4,Ceará
"471668,6326","9431097,361",125-150,20-30,A - 2 - 4,Ceará
"471668,6326","9432097,361",75-100,00-10,A - 2 - 4,Ceará
"471668,6326","9433097,361",200-225,20-30,A - 2 - 4,Ceará
"471668,6326","9434097,361",175-200,70-80,A - 2 - 4,Ceará
"471668,6326","9435097,361",75-100,20-30,A - 6,Ceará
"471668,6326","9438097,361",75-100,20-30,A - 2 - 4,Ceará
"471668,6326","9423097,361",125-150,20-30,A - 2 - 4,Ceará
"471668,6326","9424097,361",75-100,70-80,A - 2 - 4,Ceará
"471668,6326","9425097,361",75-100,70-80,A - 2 - 4,Ceará
"471668,6326","9426097,361",75-100,20-30,A - 2 - 4,Ceará
"471668,6326","9427097,361",150-175,70-80,A - 2 - 4,Ceará
"471668,6326","9428097,361",150-175,70-80,A - 2 - 4,Ceará
"471668,6326","9429097,361",125-150,20-30,A - 1 - b,Ceará
"471668,6326","9430097,361",100-125,20-30,A - 2 - 4,Ceará
"471668,6326","9415097,361",100-125,70-80,A - 2 - 4,Ceará
"471668,6326","9416097,361",100-125,70-80,A - 2 - 4,Ceará
"471668,6326","9417097,361",100-125,70-80,A - 1 - b,Ceará
"471668,6326","9418097,361",200-225,70-80,A - 2 - 4,Ceará
"471668,6326","9419097,361",125-150,70-80,A - 2 - 4,Ceará
"471668,6326","9420097,361",125-150,70-80,A - 2 - 4,Ceará
"471668,6326","9421097,361",150-175,00-10,A - 2 - 4,Ceará
"471668,6326","9422097,361",100-125,70-80,A - 2 - 4,Ceará
"471668,6326","9407097,361",100-125,00-10,A - 1 - b,Ceará
"471668,6326","9408097,361",100-125,00-10,A - 1 - b,Ceará
"471668,6326","9409097,361",100-125,70-80,A - 2 - 4,Ceará
"471668,6326","9410097,361",100-125,70-80,A - 1 - b,Ceará
"471668,6326","9411097,361",125-150,20-30,A - 2 - 4,Ceará
"471668,6326","9412097,361",100-125,20-30,A - 2 - 4,Ceará
"471668,6326","9413097,361",100-125,70-80,A - 1 - b,Ceará
"471668,6326","9414097,361",100-125,20-30,A - 1 - b,Ceará
"471668,6326","9465097,361",75-100,20-30,A - 2 - 4,Ceará
"471668,6326","9466097,361",75-100,20-30,A - 6,Ceará
"471668,6326","9467097,361",75-100,20-30,A - 1 - b,Ceará
"471668,6326","9468097,361",75-100,70-80,A - 2 - 4,Ceará
"471668,6326","9469097,361",100-125,20-30,A - 2 - 4,Ceará
"471668,6326","9470097,361",75-100,20-30,A - 2 - 4,Ceará
"471668,6326","9455097,361",75-100,10-20,A - 2 - 4,Ceará
"471668,6326","9456097,361",75-100,20-30,A - 1 - a,Ceará
"471668,6326","9457097,361",75-100,20-30,A - 2 - 4,Ceará
"471668,6326","9458097,361",75-100,20-30,A - 1 - b,Ceará
"471668,6326","9459097,361",125-150,20-30,A - 1 - b,Ceará
"471668,6326","9460097,361",125-150,20-30,A - 1 - b,Ceará
"471668,6326","9461097,361",150-175,20-30,A - 1 - b,Ceará
"471668,6326","9462097,361",200-225,20-30,A - 1 - a,Ceará
"471668,6326","9447097,361",100-125,20-30,A - 1 - b,Ceará
"471668,6326","9448097,361",75-100,00-10,A - 2 - 4,Ceará
"471668,6326","9449097,361",75-100,20-30,A - 2 - 4,Ceará
"471668,6326","9450097,361",200-225,70-80,A - 2 - 4,Ceará
"471668,6326","9451097,361",200-225,70-80,A - 2 - 4,Ceará
"471668,6326","9452097,361",200-225,00-10,A - 2 - 4,Ceará
"471668,6326","9453097,361",75-100,70-80,A - 1 - b,Ceará
"471668,6326","9454097,361",75-100,70-80,A - 2 - 4,Ceará
"471668,6326","9439097,361",225-250,20-30,A - 2 - 4,Ceará
"471668,6326","9440097,361",175-200,70-80,A - 2 - 4,Ceará
"471668,6326","9441097,361",175-200,20-30,A - 2 - 4,Ceará
"471668,6326","9442097,361",175-200,20-30,A - 2 - 4,Ceará
"471668,6326","9443097,361",75-100,20-30,A - 2 - 4,Ceará
"471668,6326","9444097,361",200-225,70-80,A - 2 - 4,Ceará
"471668,6326","9445097,361",100-125,20-30,A - 2 - 4,Ceará
"471668,6326","9446097,361",100-125,20-30,A - 2 - 4,Ceará
"471668,6326","9240097,361",100-125,70-80,A - 1 - b,Ceará
"471668,6326","9245097,361",200-225,00-10,A - 2 - 4,Ceará
"471668,6326","9246097,361",175-200,70-80,A - 1 - b,Ceará
"471668,6326","9232097,361",100-125,70-80,A - 1 - b,Ceará
"471668,6326","9233097,361",100-125,70-80,A - 2 - 4,Ceará
"471668,6326","9234097,361",75-100,20-30,A - 2 - 4,Ceará
"471668,6326","9235097,361",75-100,20-30,A - 2 - 4,Ceará
"471668,6326","9237097,361",100-125,20-30,A - 1 - b,Ceará
"471668,6326","9238097,361",100-125,70-80,A - 2 - 4,Ceará
"471668,6326","9223097,361",75-100,20-30,A - 2 - 4,Ceará
"471668,6326","9224097,361",75-100,20-30,A - 2 - 4,Ceará
"471668,6326","9225097,361",100-125,70-80,A - 2 - 4,Ceará
"471668,6326","9229097,361",100-125,70-80,A - 1 - a,Ceará
"471668,6326","9215097,361",100-125,70-80,A - 2 - 4,Ceará
"471668,6326","9216097,361",75-100,20-30,A - 2 - 4,Ceará
"471668,6326","9217097,361",100-125,20-30,A - 2 - 4,Ceará
"471668,6326","9219097,361",100-125,70-80,A - 2 - 4,Ceará
"471668,6326","9220097,361",100-125,70-80,A - 1 - b,Ceará
"471668,6326","9271097,361",100-125,20-30,A - 1 - b,Ceará
"471668,6326","9272097,361",200-225,20-30,A - 2 - 4,Ceará
"471668,6326","9273097,361",100-125,70-80,A - 1 - b,Ceará
"471668,6326","9274097,361",100-125,70-80,A - 1 - b,Ceará
"471668,6326","9275097,361",100-125,70-80,A - 2 - 4,Ceará
"471668,6326","9276097,361",100-125,70-80,A - 1 - b,Ceará
"471668,6326","9277097,361",100-125,20-30,A - 2 - 4,Ceará
"471668,6326","9278097,361",175-200,20-30,A - 1 - b,Ceará
"471668,6326","9263097,361",100-125,00-10,A - 2 - 4,Ceará
"471668,6326","9264097,361",100-125,70-80,A - 2 - 4,Ceará
"471668,6326","9265097,361",100-125,70-80,A - 2 - 4,Ceará
"471668,6326","9266097,361",100-125,70-80,A - 1 - b,Ceará
"471668,6326","9267097,361",100-125,20-30,A - 2 - 4,Ceará
"471668,6326","9268097,361",75-100,20-30,A - 1 - b,Ceará
"471668,6326","9269097,361",175-200,70-80,A - 1 - b,Ceará
"471668,6326","9270097,361",175-200,70-80,A - 2 - 4,Ceará
"471668,6326","9255097,361",175-200,20-30,A - 1 - b,Ceará
"471668,6326","9256097,361",75-100,20-30,A - 1 - b,Ceará
"471668,6326","9257097,361",175-200,70-80,A - 1 - b,Ceará
"471668,6326","9258097,361",200-225,20-30,A - 1 - b,Ceará
"471668,6326","9259097,361",175-200,20-30,A - 1 - b,Ceará
"471668,6326","9260097,361",100-125,00-10,A - 1 - b,Ceará
"471668,6326","9261097,361",100-125,70-80,A - 2 - 4,Ceará
"471668,6326","9262097,361",100-125,20-30,A - 1 - a,Ceará
"471668,6326","9248097,361",100-125,20-30,A - 1 - b,Ceará
"471668,6326","9249097,361",100-125,70-80,A - 2 - 4,Ceará
"471668,6326","9250097,361",100-125,70-80,A - 2 - 4,Ceará
"471668,6326","9251097,361",100-125,70-80,A - 2 - 4,Ceará
"471668,6326","9252097,361",100-125,70-80,A - 1 - b,Ceará
"471668,6326","9253097,361",100-125,20-30,A - 2 - 4,Ceará
"471668,6326","9254097,361",100-125,70-80,A - 1 - a,Ceará
"471668,6326","9303097,361",75-100,70-80,A - 1 - a,Ceará
"471668,6326","9304097,361",100-125,20-30,A - 2 - 4,Ceará
"471668,6326","9305097,361",100-125,20-30,A - 1 - b,Ceará
"471668,6326","9306097,361",100-125,10-20,A - 2 - 4,Ceará
"471668,6326","9307097,361",100-125,70-80,A - 2 - 4,Ceará
"471668,6326","9308097,361",100-125,70-80,A - 2 - 4,Ceará
"471668,6326","9309097,361",100-125,20-30,A - 1 - a,Ceará
"471668,6326","9310097,361",100-125,70-80,A - 2 - 4,Ceará
"471668,6326","9295097,361",100-125,20-30,A - 2 - 4,Ceará
"471668,6326","9296097,361",75-100,20-30,A - 2 - 4,Ceará
"471668,6326","9297097,361",100-125,70-80,A - 1 - a,Ceará
"471668,6326","9298097,361",100-125,70-80,A - 2 - 4,Ceará
"471668,6326","9299097,361",75-100,70-80,A - 2 - 4,Ceará
"471668,6326","9300097,361",200-225,20-30,A - 2 - 4,Ceará
"471668,6326","9301097,361",100-125,70-80,A - 2 - 4,Ceará
"471668,6326","9302097,361",100-125,70-80,A - 2 - 4,Ceará
"471668,6326","9287097,361",100-125,70-80,A - 2 - 4,Ceará
"471668,6326","9288097,361",100-125,10-20,A - 1 - a,Ceará
"471668,6326","9289097,361",75-100,10-20,A - 2 - 4,Ceará
"471668,6326","9290097,361",75-100,20-30,A - 6,Ceará
"471668,6326","9291097,361",200-225,70-80,A - 2 - 4,Ceará
"471668,6326","9292097,361",125-150,70-80,A - 2 - 4,Ceará
"471668,6326","9293097,361",100-125,70-80,A - 2 - 4,Ceará
"471668,6326","9294097,361",75-100,00-10,A - 1 - b,Ceará
"471668,6326","9279097,361",75-100,00-10,A - 2 - 4,Ceará
"471668,6326","9280097,361",175-200,20-30,A - 1 - b,Ceará
"471668,6326","9281097,361",100-125,70-80,A - 1 - b,Ceará
"471668,6326","9282097,361",100-125,70-80,A - 1 - b,Ceará
"471668,6326","9283097,361",100-125,70-80,A - 1 - b,Ceará
"471668,6326","9284097,361",100-125,70-80,A - 1 - b,Ceará
"471668,6326","9285097,361",100-125,00-10,A - 1 - b,Ceará
"471668,6326","9286097,361",175-200,20-30,A - 1 - b,Ceará
"471668,6326","9335097,361",100-125,20-30,A - 1 - a,Ceará
"471668,6326","9336097,361",100-125,00-10,A - 2 - 4,Ceará
"471668,6326","9337097,361",100-125,00-10,A - 2 - 4,Ceará
"471668,6326","9338097,361",175-200,20-30,A - 2 - 4,Ceará
"471668,6326","9339097,361",75-100,70-80,A - 2 - 4,Ceará
"471668,6326","9340097,361",200-225,20-30,A - 2 - 4,Ceará
"471668,6326","9341097,361",175-200,20-30,A - 2 - 4,Ceará
"471668,6326","9342097,361",100-125,70-80,A - 2 - 4,Ceará
"471668,6326","9327097,361",100-125,70-80,A - 2 - 4,Ceará
"471668,6326","9328097,361",75-100,00-10,A - 2 - 4,Ceará
"471668,6326","9329097,361",75-100,20-30,A - 2 - 4,Ceará
"471668,6326","9330097,361",200-225,00-10,A - 2 - 4,Ceará
"471668,6326","9331097,361",100-125,00-10,A - 2 - 4,Ceará
"471668,6326","9332097,361",100-125,00-10,A - 1 - b,Ceará
"471668,6326","9333097,361",100-125,00-10,A - 2 - 4,Ceará
"471668,6326","9334097,361",100-125,00-10,A - 1 - b,Ceará
"471668,6326","9319097,361",100-125,70-80,A - 1 - b,Ceará
"471668,6326","9320097,361",100-125,70-80,A - 2 - 4,Ceará
"471668,6326","9321097,361",00-25,70-80,A - 2 - 4,Ceará
"471668,6326","9322097,361",100-125,10-20,A - 1 - b,Ceará
"471668,6326","9323097,361",200-225,20-30,A - 2 - 4,Ceará
"471668,6326","9324097,361",175-200,20-30,A - 2 - 4,Ceará
"471668,6326","9325097,361",75-100,20-30,A - 2 - 4,Ceará
"471668,6326","9326097,361",175-200,20-30,A - 2 - 4,Ceará
"471668,6326","9311097,361",100-125,70-80,A - 2 - 4,Ceará
"471668,6326","9312097,361",100-125,20-30,A - 2 - 4,Ceará
"471668,6326","9313097,361",200-225,20-30,A - 2 - 4,Ceará
"471668,6326","9314097,361",200-225,00-10,A - 2 - 4,Ceará
"471668,6326","9315097,361",175-200,20-30,A - 2 - 4,Ceará
"471668,6326","9316097,361",100-125,70-80,A - 1 - b,Ceará
"471668,6326","9317097,361",175-200,20-30,A - 2 - 4,Ceará
"471668,6326","9318097,361",100-125,70-80,A - 2 - 4,Ceará
"473668,6326","9209097,361",175-200,20-30,A - 1 - b,Ceará
"473668,6326","9210097,361",75-100,20-30,A - 1 - b,Ceará
"473668,6326","9211097,361",75-100,20-30,A - 1 - b,Ceará
"473668,6326","9212097,361",75-100,70-80,A - 1 - b,Ceará
"473668,6326","9213097,361",175-200,20-30,A - 1 - b,Ceará
"473668,6326","9214097,361",100-125,20-30,A - 2 - 4,Ceará
"473668,6326","9215097,361",100-125,20-30,A - 1 - b,Ceará
"473668,6326","9216097,361",100-125,10-20,A - 2 - 4,Ceará
"473668,6326","9201097,361",75-100,20-30,A - 1 - b,Ceará
"473668,6326","9202097,361",75-100,20-30,A - 1 - b,Ceará
"473668,6326","9203097,361",75-100,20-30,A - 2 - 4,Ceará
"473668,6326","9204097,361",100-125,20-30,A - 1 - b,Ceará
"473668,6326","9205097,361",100-125,20-30,A - 2 - 4,Ceará
"473668,6326","9206097,361",75-100,70-80,A - 2 - 4,Ceará
"473668,6326","9207097,361",75-100,70-80,A - 1 - b,Ceará
"473668,6326","9208097,361",100-125,70-80,A - 2 - 4,Ceará
"473668,6326","9193097,361",75-100,20-30,A - 1 - b,Ceará
"473668,6326","9194097,361",75-100,20-30,A - 2 - 4,Ceará
"473668,6326","9195097,361",75-100,20-30,A - 2 - 4,Ceará
"473668,6326","9196097,361",75-100,20-30,A - 1 - b,Ceará
"473668,6326","9197097,361",75-100,20-30,A - 1 - b,Ceará
"473668,6326","9198097,361",75-100,20-30,A - 1 - b,Ceará
"473668,6326","9199097,361",200-225,20-30,A - 2 - 4,Ceará
"473668,6326","9200097,361",75-100,20-30,A - 2 - 4,Ceará
"473668,6326","9185097,361",100-125,70-80,A - 1 - b,Ceará
"473668,6326","9186097,361",100-125,70-80,A - 1 - b,Ceará
"473668,6326","9187097,361",75-100,20-30,A - 1 - b,Ceará
"473668,6326","9188097,361",175-200,20-30,A - 1 - b,Ceará
"473668,6326","9189097,361",75-100,20-30,A - 2 - 4,Ceará
"473668,6326","9190097,361",75-100,20-30,A - 2 - 4,Ceará
"473668,6326","9191097,361",75-100,20-30,A - 2 - 4,Ceará
"473668,6326","9192097,361",75-100,20-30,A - 2 - 4,Ceará
"473668,6326","9241097,361",175-200,20-30,A - 2 - 4,Ceará
"473668,6326","9242097,361",100-125,00-10,A - 2 - 4,Ceará
"473668,6326","9243097,361",100-125,70-80,A - 2 - 4,Ceará
"473668,6326","9245097,361",75-100,20-30,A - 2 - 4,Ceará
"473668,6326","9246097,361",200-225,20-30,A - 2 - 4,Ceará
"473668,6326","9247097,361",175-200,20-30,A - 6,Ceará
"473668,6326","9248097,361",200-225,20-30,A - 1 - a,Ceará
"473668,6326","9233097,361",100-125,70-80,A - 2 - 4,Ceará
"473668,6326","9237097,361",100-125,70-80,A - 2 - 4,Ceará
"473668,6326","9238097,361",175-200,20-30,A - 2 - 4,Ceará
"473668,6326","9239097,361",100-125,70-80,A - 1 - b,Ceará
"473668,6326","9240097,361",100-125,70-80,A - 1 - b,Ceará
"473668,6326","9227097,361",175-200,70-80,A - 1 - a,Ceará
"473668,6326","9228097,361",100-125,70-80,A - 2 - 4,Ceará
"473668,6326","9229097,361",100-125,70-80,A - 2 - 4,Ceará
"473668,6326","9231097,361",100-125,70-80,A - 1 - b,Ceará
"473668,6326","9217097,361",175-200,20-30,A - 2 - 4,Ceará
"473668,6326","9218097,361",100-125,20-30,A - 2 - 4,Ceará
"473668,6326","9219097,361",75-100,00-10,A - 1 - b,Ceará
"473668,6326","9222097,361",75-100,20-30,A - 2 - 4,Ceará
"473668,6326","9223097,361",75-100,20-30,A - 2 - 4,Ceará
"473668,6326","9224097,361",175-200,20-30,A - 2 - 4,Ceará
"473668,6326","9273097,361",75-100,20-30,A - 1 - b,Ceará
"473668,6326","9274097,361",100-125,70-80,A - 2 - 4,Ceará
"473668,6326","9275097,361",100-125,10-20,A - 2 - 4,Ceará
"473668,6326","9276097,361",100-125,70-80,A - 2 - 4,Ceará
"473668,6326","9277097,361",100-125,70-80,A - 2 - 4,Ceará
"473668,6326","9278097,361",200-225,70-80,A - 2 - 4,Ceará
"473668,6326","9279097,361",175-200,20-30,A - 1 - b,Ceará
"473668,6326","9280097,361",75-100,20-30,A - 2 - 4,Ceará
"473668,6326","9265097,361",175-200,70-80,A - 1 - a,Ceará
"473668,6326","9266097,361",100-125,00-10,A - 1 - b,Ceará
"473668,6326","9267097,361",100-125,70-80,A - 2 - 4,Ceará
"473668,6326","9268097,361",100-125,70-80,A - 2 - 4,Ceará
